,battery_power,clock_speed,fc,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,blue,dual_sim,four_g,three_g,touch_screen,wifi
674,0.3560454241816968,0.8400000000000001,0.10526315789473684,0.6935483870967742,0.2222222222222222,0.9166666666666666,0.2857142857142857,0.2,0.09285714285714286,0.5293724966622163,0.1905398182789952,0.7142857142857143,0.05555555555555555,0.27777777777777773,-0.9900495037128095,0.981177118456265,0.9578859753157553,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
1699,0.3346693386773547,0.52,0.05263157894736842,0.6935483870967742,0.6666666666666666,0.8333333333333334,0.8571428571428572,0.35000000000000003,0.48367346938775513,0.33845126835781036,0.2613575628006414,0.9999999999999999,0.7222222222222222,0.8888888888888888,1.0100505037878158,-1.019183979313898,-1.0439655927422493,0.5596406313378746,0.9940178924830986,-1.0140993866100703
1282,0.07214428857715433,0.0,0.21052631578947367,0.12903225806451613,0.0,0.008333333333333415,0.7142857142857142,0.30000000000000004,0.0576530612244898,0.6835781041388518,0.440673436664885,0.7857142857142857,0.16666666666666666,0.8888888888888888,1.0100505037878158,-1.019183979313898,0.9578859753157553,0.5596406313378746,0.9940178924830986,0.9860966422066364
1315,0.6740146960587843,0.03999999999999998,0.05263157894736842,0.4838709677419355,0.6666666666666666,0.45833333333333337,0.2857142857142857,0.4,0.49132653061224496,0.6809078771695594,0.15980758952431853,0.2142857142857143,0.1111111111111111,0.4444444444444445,-0.9900495037128095,0.981177118456265,-1.0439655927422493,0.5596406313378746,-1.0060181084889308,0.9860966422066364
1210,0.20307281229124918,0.48000000000000004,0.0,0.9032258064516129,0.8888888888888888,0.7333333333333333,0.2857142857142857,0.5,0.0413265306122449,0.6969292389853137,0.839390700160342,0.1428571428571429,0.3333333333333333,0.0,1.0100505037878158,0.981177118456265,0.9578859753157553,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
1636,0.7080828323313295,0.0,0.5263157894736842,0.03225806451612903,0.4444444444444445,0.45000000000000007,0.14285714285714285,0.65,0.451530612244898,0.8751668891855808,0.4080705505077498,0.5714285714285714,0.6666666666666666,0.4444444444444445,-0.9900495037128095,0.981177118456265,0.9578859753157553,0.5596406313378746,0.9940178924830986,-1.0140993866100703
613,0.037408149632598586,0.4400000000000001,0.0,0.3548387096774194,0.4444444444444445,0.3750000000000001,0.2857142857142857,0.0,0.5770408163265307,0.5440587449933244,0.28033137359700694,0.5,0.4444444444444444,0.05555555555555555,1.0100505037878158,-1.019183979313898,-1.0439655927422493,0.5596406313378746,-1.0060181084889308,0.9860966422066364
447,0.5664662658650635,0.6000000000000001,0.7894736842105263,0.967741935483871,0.2222222222222222,0.2833333333333333,0.5714285714285714,0.8,0.3020408163265306,0.18157543391188247,0.6680919294494923,0.4285714285714286,0.16666666666666666,0.1111111111111111,-0.9900495037128095,0.981177118456265,-1.0439655927422493,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
1131,0.22044088176352705,0.07999999999999996,0.10526315789473684,0.967741935483871,0.6666666666666666,0.45000000000000007,1.0,0.45,0.7561224489795919,0.6608811748998664,0.6191876002137894,0.7857142857142857,0.6666666666666666,0.8888888888888888,1.0100505037878158,-1.019183979313898,0.9578859753157553,0.5596406313378746,-1.0060181084889308,0.9860966422066364
808,0.9024716098864396,0.35999999999999993,0.21052631578947367,0.12903225806451613,0.6666666666666666,0.9666666666666667,0.0,0.9,0.2959183673469388,0.4425901201602136,0.9925173703901655,0.5714285714285714,0.05555555555555555,0.49999999999999994,-0.9900495037128095,-1.019183979313898,0.9578859753157553,0.5596406313378746,-1.0060181084889308,0.9860966422066364
1496,0.9131596526386105,0.0,0.10526315789473684,0.6129032258064516,0.8888888888888888,0.8250000000000001,1.0,0.8500000000000001,0.2938775510204082,0.2563417890520694,0.011223944414751469,0.2142857142857143,0.1111111111111111,0.8333333333333333,1.0100505037878158,-1.019183979313898,0.9578859753157553,0.5596406313378746,0.9940178924830986,-1.0140993866100703
1468,0.6172344689378758,0.03999999999999998,0.0,0.5,0.4444444444444445,0.07500000000000007,0.2857142857142857,0.1,0.20204081632653062,0.7663551401869158,0.939337252805986,0.3571428571428571,0.16666666666666666,0.3888888888888889,1.0100505037878158,-1.019183979313898,0.9578859753157553,0.5596406313378746,-1.0060181084889308,0.9860966422066364
1682,0.9986639946559788,0.9199999999999999,0.0,0.08064516129032258,0.0,0.4833333333333333,0.5714285714285714,0.2,0.478061224489796,0.3891855807743658,0.2677712453233565,0.8571428571428571,0.7777777777777777,0.7777777777777777,1.0100505037878158,0.981177118456265,0.9578859753157553,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
1149,0.5978623914495659,0.4000000000000001,0.0,0.6774193548387097,0.0,0.31666666666666665,0.7142857142857142,0.05,0.08826530612244898,0.8965287049399198,0.3019775521111705,0.1428571428571429,0.05555555555555555,0.3333333333333333,-0.9900495037128095,0.981177118456265,0.9578859753157553,0.5596406313378746,0.9940178924830986,0.9860966422066364
442,0.2678690714762859,0.07999999999999996,0.15789473684210525,0.016129032258064516,0.2222222222222222,0.45000000000000007,0.8571428571428572,0.45,0.34438775510204084,0.5240320427236315,0.8431320149652591,0.5,0.611111111111111,0.7222222222222221,1.0100505037878158,-1.019183979313898,-1.0439655927422493,-1.7868609675630667,-1.0060181084889308,0.9860966422066364
1813,0.3680694722778892,0.16000000000000003,0.05263157894736842,0.06451612903225806,0.7777777777777778,0.9583333333333334,0.42857142857142855,0.8,0.6076530612244898,0.8938584779706276,0.07910208444681988,0.07142857142857145,0.05555555555555555,0.49999999999999994,-0.9900495037128095,-1.019183979313898,-1.0439655927422493,-1.7868609675630667,-1.0060181084889308,0.9860966422066364
654,0.11022044088176358,0.0,0.3684210526315789,0.8387096774193549,0.33333333333333337,0.008333333333333415,0.2857142857142857,0.65,0.02959183673469388,0.5694259012016021,0.26670229823623726,0.7142857142857143,0.5,0.3888888888888889,1.0100505037878158,0.981177118456265,0.9578859753157553,0.5596406313378746,0.9940178924830986,0.9860966422066364
1264,0.11690046760187045,0.6800000000000002,0.05263157894736842,0.5967741935483871,0.11111111111111112,0.033333333333333326,0.0,0.25,0.4408163265306123,0.3411214953271028,0.48316408337787276,0.5714285714285714,0.38888888888888884,0.2222222222222222,-0.9900495037128095,-1.019183979313898,0.9578859753157553,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
858,0.9198396793587176,0.0,0.47368421052631576,0.4354838709677419,0.5555555555555555,0.04166666666666674,1.0,0.9500000000000001,0.10714285714285715,0.35113484646194926,0.288081239978621,0.9285714285714285,0.38888888888888884,0.0,1.0100505037878158,-1.019183979313898,-1.0439655927422493,-1.7868609675630667,-1.0060181084889308,-1.0140993866100703
1482,0.012692050768203123,0.72,0.0,0.467741935483871,0.7777777777777778,0.5416666666666666,0.7142857142857142,0.7000000000000001,0.1346938775510204,0.012683578104138837,0.6672902191341528,0.5714285714285714,0.38888888888888884,0.8333333333333333,-0.9900495037128095,-1.019183979313898,0.9578859753157553,0.5596406313378746,-1.0060181084889308,0.9860966422066364
231,0.5424181696726788,0.52,0.21052631578947367,0.1129032258064516,0.33333333333333337,0.20833333333333337,0.0,0.30000000000000004,0.2122448979591837,0.5393858477970627,0.944681988241582,0.4285714285714286,0.5555555555555556,0.2222222222222222,1.0100505037878158,0.981177118456265,-1.0439655927422493,-1.7868609675630667,0.9940178924830986,0.9860966422066364
1821,0.11957247828991319,0.76,0.6842105263157894,0.5161290322580645,0.33333333333333337,0.6416666666666667,0.14285714285714285,0.8500000000000001,0.35000000000000003,0.6128170894526035,0.959112773917691,0.7142857142857143,0.05555555555555555,0.1111111111111111,1.0100505037878158,-1.019183979313898,0.9578859753157553,0.5596406313378746,0.9940178924830986,0.9860966422066364
1926,0.41482965931863736,0.0,0.0,0.6129032258064516,0.2222222222222222,0.6333333333333334,0.8571428571428572,0.7000000000000001,0.34438775510204084,0.4425901201602136,0.32068412613575625,0.2857142857142857,0.16666666666666666,1.0,-0.9900495037128095,-1.019183979313898,0.9578859753157553,0.5596406313378746,0.9940178924830986,-1.0140993866100703
881,0.4582498329993321,0.72,0.0,0.30645161290322576,0.11111111111111112,0.35,0.7142857142857142,0.30000000000000004,0.10969387755102042,0.4172229639519359,0.6122394441475146,0.3571428571428571,0.16666666666666666,0.16666666666666669,-0.9900495037128095,-1.019183979313898,0.9578859753157553,0.5596406313378746,0.9940178924830986,-1.0140993866100703
631,0.37541750167000676,0.24000000000000005,0.0,0.3870967741935484,0.7777777777777778,0.17500000000000004,0.5714285714285714,0.1,0.616326530612245,0.4886515353805073,0.9494922501336183,0.8571428571428571,0.8888888888888888,0.16666666666666669,1.0100505037878158,-1.019183979313898,0.9578859753157553,0.5596406313378746,-1.0060181084889308,0.9860966422066364
375,0.18303273213092852,0.8400000000000001,0.0,0.4516129032258065,0.33333333333333337,0.9083333333333333,0.8571428571428572,0.5,0.2862244897959184,0.6742323097463283,0.6058257616247995,0.8571428571428571,0.8888888888888888,0.3888888888888889,1.0100505037878158,-1.019183979313898,-1.0439655927422493,0.5596406313378746,-1.0060181084889308,0.9860966422066364
1960,0.37541750167000676,0.6000000000000001,0.0,0.4032258064516129,0.11111111111111112,0.050000000000000044,0.7142857142857142,0.35000000000000003,0.10255102040816327,0.05473965287049398,0.64457509353287,0.5,0.2777777777777778,0.9444444444444444,-0.9900495037128095,-1.019183979313898,-1.0439655927422493,-1.7868609675630667,-1.0060181084889308,-1.0140993866100703
367,0.21643286573146292,0.96,0.0,0.5161290322580645,0.7777777777777778,0.15833333333333333,1.0,0.8500000000000001,0.7505102040816327,0.9118825100133512,0.7105825761624799,0.2142857142857143,0.1111111111111111,0.4444444444444445,-0.9900495037128095,0.981177118456265,-1.0439655927422493,0.5596406313378746,0.9940178924830986,-1.0140993866100703
558,0.14829659318637278,0.56,0.21052631578947367,0.4516129032258065,0.2222222222222222,0.18333333333333335,0.0,0.35000000000000003,0.7484693877551021,0.9352469959946594,0.5566541956173169,0.9999999999999999,0.5,0.8333333333333333,1.0100505037878158,-1.019183979313898,-1.0439655927422493,-1.7868609675630667,0.9940178924830986,0.9860966422066364
275,0.4802939211756848,0.96,0.15789473684210525,0.967741935483871,0.4444444444444445,0.3750000000000001,0.42857142857142855,0.4,0.2056122448979592,0.9566088117489986,0.6234633885622661,0.9999999999999999,0.611111111111111,0.7222222222222221,-0.9900495037128095,-1.019183979313898,-1.0439655927422493,0.5596406313378746,0.9940178924830986,0.9860966422066364
1977,0.5865063460253842,0.24000000000000005,0.05263157894736842,0.25806451612903225,0.11111111111111112,0.4083333333333333,0.14285714285714285,0.8,0.4275510204081633,0.2570093457943925,0.561731694281133,0.3571428571428571,0.2777777777777778,0.7222222222222221,-0.9900495037128095,0.981177118456265,0.9578859753157553,0.5596406313378746,0.9940178924830986,-1.0140993866100703
874,0.5551102204408819,0.12000000000000005,0.10526315789473684,0.14516129032258066,0.4444444444444445,0.8916666666666667,0.14285714285714285,0.2,0.38673469387755105,0.4439252336448598,0.274986638161411,0.0,0.0,0.3888888888888889,-0.9900495037128095,0.981177118456265,-1.0439655927422493,0.5596406313378746,0.9940178924830986,-1.0140993866100703
1678,0.23580494321977297,0.2,0.2631578947368421,0.24193548387096772,0.8888888888888888,0.17500000000000004,0.42857142857142855,0.45,0.37244897959183676,0.4325767690253671,0.7640299305184393,0.1428571428571429,0.0,0.0,-0.9900495037128095,-1.019183979313898,0.9578859753157553,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
730,0.36606546426185715,0.03999999999999998,0.42105263157894735,0.0,0.2222222222222222,0.7666666666666667,0.7142857142857142,0.5,0.019897959183673472,0.7102803738317756,0.04730090860502405,0.3571428571428571,0.38888888888888884,0.2222222222222222,-0.9900495037128095,0.981177118456265,0.9578859753157553,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
573,0.9345357381429527,0.0,0.0,0.8548387096774194,0.8888888888888888,0.7583333333333334,0.0,0.05,0.476530612244898,0.49465954606141516,0.9783538214858363,0.7142857142857143,0.2777777777777778,0.8888888888888888,1.0100505037878158,0.981177118456265,0.9578859753157553,0.5596406313378746,-1.0060181084889308,0.9860966422066364
718,0.40547762191048775,0.2,0.15789473684210525,0.7580645161290323,0.6666666666666666,0.5000000000000001,0.5714285714285714,0.6000000000000001,0.6622448979591837,0.7783711615487316,0.801175841795831,0.5,0.0,0.7777777777777777,-0.9900495037128095,-1.019183979313898,-1.0439655927422493,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
577,0.2892451569806279,0.24000000000000005,0.3684210526315789,0.3548387096774194,0.7777777777777778,0.2666666666666667,0.5714285714285714,0.6000000000000001,0.5668367346938776,0.6428571428571428,0.20336718332442544,0.5,0.38888888888888884,0.3888888888888889,-0.9900495037128095,-1.019183979313898,-1.0439655927422493,-1.7868609675630667,-1.0060181084889308,0.9860966422066364
56,0.21509686038744158,0.8800000000000001,0.6842105263157894,0.935483870967742,0.4444444444444445,0.5666666666666668,1.0,0.9500000000000001,0.41938775510204085,0.6335113484646194,0.1734366648850882,0.6428571428571429,0.611111111111111,0.8333333333333333,1.0100505037878158,0.981177118456265,-1.0439655927422493,0.5596406313378746,0.9940178924830986,0.9860966422066364
868,0.32064128256513036,0.56,0.0,0.0,0.0,0.4666666666666667,0.2857142857142857,0.35000000000000003,0.03826530612244898,0.12550066755674233,0.3428647781934794,0.9999999999999999,0.6666666666666666,0.9444444444444444,1.0100505037878158,0.981177118456265,-1.0439655927422493,-1.7868609675630667,-1.0060181084889308,-1.0140993866100703
1728,0.3767535070140281,0.9199999999999999,0.0,0.30645161290322576,0.0,0.65,0.5714285714285714,0.15000000000000002,0.38775510204081637,0.8157543391188251,0.2504008551576697,0.7857142857142857,0.7222222222222222,1.0,-0.9900495037128095,0.981177118456265,0.9578859753157553,0.5596406313378746,-1.0060181084889308,0.9860966422066364
186,0.5110220440881764,0.0,0.0,0.04838709677419355,0.0,0.125,0.7142857142857142,0.45,0.6964285714285715,0.7997329773030708,0.3824158204168893,0.4285714285714286,0.0,0.8888888888888888,-0.9900495037128095,-1.019183979313898,0.9578859753157553,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
282,0.8937875751503006,0.27999999999999997,0.47368421052631576,0.8387096774193549,0.4444444444444445,1.0,0.8571428571428572,0.55,0.24234693877551022,0.6628838451268357,0.1793158738642437,0.9999999999999999,0.5555555555555556,0.8888888888888888,1.0100505037878158,-1.019183979313898,0.9578859753157553,0.5596406313378746,-1.0060181084889308,0.9860966422066364
1138,0.6092184368737475,0.48000000000000004,0.10526315789473684,0.12903225806451613,0.11111111111111112,1.0,0.7142857142857142,0.30000000000000004,0.16020408163265307,0.7383177570093458,0.6977552111170496,0.0,0.2222222222222222,0.7222222222222221,1.0100505037878158,-1.019183979313898,-1.0439655927422493,-1.7868609675630667,0.9940178924830986,-1.0140993866100703
1044,0.47895791583166336,0.9199999999999999,0.15789473684210525,0.5967741935483871,0.7777777777777778,0.5833333333333334,0.8571428571428572,0.7000000000000001,0.5724489795918368,0.8317757009345794,0.3770710849812934,0.3571428571428571,0.0,0.5555555555555556,1.0100505037878158,0.981177118456265,-1.0439655927422493,-1.7868609675630667,-1.0060181084889308,-1.0140993866100703
1068,0.39679358717434876,0.0,0.21052631578947367,0.6935483870967742,0.4444444444444445,0.975,0.0,0.25,0.09132653061224491,0.4986648865153538,0.08123997862105825,0.2857142857142857,0.05555555555555555,0.4444444444444445,1.0100505037878158,-1.019183979313898,-1.0439655927422493,0.5596406313378746,0.9940178924830986,-1.0140993866100703
1624,0.03607214428857719,1.0000000000000002,0.2631578947368421,0.5806451612903226,0.7777777777777778,0.9416666666666668,0.14285714285714285,0.5,0.10918367346938776,0.9813084112149533,0.3821485836451095,0.2142857142857143,0.05555555555555555,0.3333333333333333,1.0100505037878158,0.981177118456265,0.9578859753157553,0.5596406313378746,-1.0060181084889308,0.9860966422066364
675,0.06613226452905813,0.8,0.42105263157894735,0.32258064516129037,0.0,0.5416666666666666,0.0,0.55,0.10561224489795919,0.4419225634178905,0.851149118118653,0.9999999999999999,0.05555555555555555,0.16666666666666669,-0.9900495037128095,0.981177118456265,0.9578859753157553,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
1701,0.5377421509686039,0.6400000000000001,0.10526315789473684,0.5,0.33333333333333337,0.7833333333333333,0.2857142857142857,0.45,0.44234693877551023,0.5060080106809078,0.6052912880812399,0.07142857142857145,0.2777777777777778,0.7777777777777777,1.0100505037878158,0.981177118456265,0.9578859753157553,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
1886,0.38810955243820977,0.72,0.5789473684210527,0.0,1.0,0.17500000000000004,0.42857142857142855,1.0,0.20306122448979594,0.1495327102803738,0.5133618385889898,0.5,0.1111111111111111,0.8333333333333333,-0.9900495037128095,0.981177118456265,-1.0439655927422493,-1.7868609675630667,0.9940178924830986,-1.0140993866100703
1824,0.8423513694054776,0.03999999999999998,0.15789473684210525,0.3870967741935484,0.0,0.025000000000000022,0.7142857142857142,0.7000000000000001,0.2678571428571429,0.13618157543391185,0.6427044361304115,0.2857142857142857,0.38888888888888884,0.1111111111111111,-0.9900495037128095,-1.019183979313898,0.9578859753157553,0.5596406313378746,0.9940178924830986,-1.0140993866100703
1761,0.5531062124248498,0.48000000000000004,0.2631578947368421,0.33870967741935487,0.5555555555555555,0.9833333333333333,1.0,0.30000000000000004,0.19387755102040818,0.1214953271028037,0.5483698556921432,0.4285714285714286,0.5555555555555556,0.3888888888888889,1.0100505037878158,-1.019183979313898,0.9578859753157553,0.5596406313378746,0.9940178924830986,-1.0140993866100703
